[34/100][150/177]	Loss_D: 0.9205	Loss_G: 2.2439	D(x): 0.6519	D(G(z)): 0.3473 / 0.1462
[35/100][0/177]	Loss_D: 1.0085	Loss_G: 3.1280	D(x): 0.8754	D(G(z)): 0.5594 / 0.0500
[35/100][50/177]	Loss_D: 0.8225	Loss_G: 1.0211	D(x): 0.5548	D(G(z)): 0.1298 / 0.3807
[35/100][100/177]	Loss_D: 0.8656	Loss_G: 2.6251	D(x): 0.7562	D(G(z)): 0.4139 / 0.0845
[35/100][150/177]	Loss_D: 0.7526	Loss_G: 1.3476	D(x): 0.6192	D(G(z)): 0.1965 / 0.2841
[36/100][0/177]	Loss_D: 1.3173	Loss_G: 2.9738	D(x): 0.9220	D(G(z)): 0.6911 / 0.0593
[36/100][50/177]	Loss_D: 0.8125	Loss_G: 1.4413	D(x): 0.5887	D(G(z)): 0.1728 / 0.2697
[36/100][100/177]	Loss_D: 0.9097	Loss_G: 3.2855	D(x): 0.9024	D(G(z)): 0.5228 / 0.0434
[36/100][150/177]	Loss_D: 0.9417	Loss_G: 1.7117	D(x): 0.4911	D(G(z)): 0.0787 / 0.2136
[37/100][0/177]	Loss_D: 0.7001	Loss_G: 2.4473	D(x): 0.8377	D(G(z)): 0.3880 / 0.0959
[37/100][50/177]	Loss_D: 0.6612	Loss_G: 1.4651	D(x): 0.6345	D(G(z)): 0.1424 / 0.2538
[37/100][100/177]	Loss_D: 0.8629	Loss_G: 1.7211	D(x): 0.5875	D(G(z)): 0.1840 / 0.2132
[37/100][150/177]	Loss_D: 1.2853	Loss_G: 3.7543	D(x): 0.8764	D(G(z)): 0.6574 / 0.0286
[38/100][0/177]	Loss_D: 0.8936	Loss_G: 1.5196	D(x): 0.4958	D(G(z)): 0.0889 / 0.2554
[38/100][50/177]	Loss_D: 1.0055	Loss_G: 3.5531	D(x): 0.8921	D(G(z)): 0.5667 / 0.0360
[38/100][100/177]	Loss_D: 0.7817	Loss_G: 1.7492	D(x): 0.5881	D(G(z)): 0.1432 / 0.1951
[38/100][150/177]	Loss_D: 1.0349	Loss_G: 3.6516	D(x): 0.9035	D(G(z)): 0.5671 / 0.0314
[39/100][0/177]	Loss_D: 0.7278	Loss_G: 3.5409	D(x): 0.9141	D(G(z)): 0.4517 / 0.0387
[39/100][50/177]	Loss_D: 0.6225	Loss_G: 1.8907	D(x): 0.7432	D(G(z)): 0.2227 / 0.1677
[39/100][100/177]	Loss_D: 0.5863	Loss_G: 1.9800	D(x): 0.7456	D(G(z)): 0.2194 / 0.1508
[39/100][150/177]	Loss_D: 0.8567	Loss_G: 2.6386	D(x): 0.8323	D(G(z)): 0.4574 / 0.0782
